X.Item;Label;Bx;By;Width;Height;Area;Mean;Major;Minor;Feret;Area_exc;ThickR;Pred;pred_valid_Id_20170806_1703;Valid;esd;Major.micron;Minor.micron;Major.mm;Minor.mm;Area_ellipse_mm2;biovol.mm;g_carbon
420;abr1_noronha_st01_300_d2_d2_1;13503;5731;200;225;16329;142.4900055;212.5;97.80000305;227;16262;3.15899992;03_Copepod;03_copepod;03_copepod;1528.80055395004;2252.5;1036.68003233;2.2525;1.03668003233;1.83400035168483;1.2668717868212;0.0000376202341930664
424;abr1_noronha_st01_300_d2_d2_1;3065;5820;111;101;5188;183.6100006;129.6999969;50.90000153;137;5181;2.477999926;03_Copepod;03_copepod;03_copepod;861.729619025441;1374.81996714;539.540016218;1.37481996714;0.539540016218;0.582585099901084;0.209445748907866;0.0000096106739843574
425;abr1_noronha_st01_300_d2_d2_1;13942;5843;115;137;6581;169.1300049;153.3000031;54.59999847;169;6531;2.187999964;03_Copepod;03_copepod;03_copepod;970.547918006369;1624.98003286;578.759983782;1.62498003286;0.578759983782;0.738646094800447;0.284854718782379;0.0000127472209803712
428;abr1_noronha_st01_300_d2_d2_1;10423;5892;187;91;6240;201.5200043;142.3000031;55.90000153;188.5;6221;2.845000029;03_Copepod;03_copepod;03_copepod;945.068595225515;1508.38003286;592.540016218;1.50838003286;0.592540016218;0.701969659071247;0.277156164483079;0.0000119976176521133
432;abr1_noronha_st01_300_d2_d2_1;11248;5949;61;127;4793;152.1499939;117.5;51.90000153;128.6999969;4793;2.404999971;03_Copepod;03_copepod;03_copepod;828.275378066273;1245.5;550.140016218;1.2455;0.550140016218;0.538154342623754;0.197273432569992;0.00000874490995335244
435;abr1_noronha_st01_300_d2_d2_1;656;5996;377;414;21680;193.2100067;244.1000061;113.0999985;418.1000061;21549;3.171000004;03_Copepod;03_copepod;03_copepod;1761.57312440088;2587.46006466;1198.8599841;2.58746006466;1.1988599841;2.43630693438987;1.94620678407896;0.000052745725827834
436;abr1_noronha_st01_300_d2_d2_1;6402;6000;162;261;7694;183.8200073;104.3000031;94;262.6000061;7686;3.45600009;03_Copepod;03_copepod;03_copepod;1049.41466244662;1105.58003286;996.4;1.10558003286;0.9964;0.865194573398865;0.574428556785598;0.000015386562232548
438;abr1_noronha_st01_300_d2_d2_1;7060;6019;228;207;13353;170.5599976;166.6000061;102.0999985;252.8000031;13234;2.335000038;03_Copepod;03_copepod;03_copepod;1382.48510663359;1765.96006466;1082.2599841;1.76596006466;1.0822599841;1.50107489152617;1.0824864726351;0.0000296411466791684
441;abr1_noronha_st01_300_d2_d2_1;4634;6040;437;354;31889;177.4199982;298.3999939;136.1000061;543.2000122;31614;5.242000103;03_Copepod;03_copepod;03_copepod;2136.44386952789;3163.03993534;1442.66006466;3.16303993534;1.44266006466;3.58392214293731;3.44517345831222;0.0000834954645780817
448;abr1_noronha_st01_300_d2_d2_1;12726;6102;151;177;6649;158.1499939;111.0999985;76.19999695;178.6999969;6646;2.58100009;03_Copepod;03_copepod;03_copepod;975.549258975629;1177.6599841;807.71996767;1.1776599841;0.80771996767;0.747086035944133;0.402086928205099;0.0000129207352554542
451;abr1_noronha_st01_300_d2_d2_1;1523;6121;271;434;25623;172.4299927;420.5;77.59999847;495;25608;2.460000038;12_Euphausiacea;12_euphausiacea;12_euphausiacea;1915.07605077573;4457.3;822.559983782;4.4573;0.822559983782;2.87958116826644;1.57828496366337;0.0000643543766238161
452;abr1_noronha_st01_300_d2_d2_1;6108;6136;197;475;42793;191.9900055;461;118.1999969;475.2999878;42160;2.279999971;15_Multiples;09_thaliacea;09_thaliacea;2474.89856447867;4886.6;1252.91996714;4.8866;1.25291996714;4.80861495132075;4.01450357669762;0.000118462254689778
453;abr1_noronha_st01_300_d2_d2_1;9149;6147;158;247;20764;157.2700043;241.6000061;109.4000015;275.5;20640;2.332000017;03_Copepod;03_copepod;03_copepod;1723.95746766516;2560.96006466;1159.6400159;2.56096006466;1.1596400159;2.33246900191064;1.80230210651182;0.000050081472494102
455;abr1_noronha_st01_300_d2_d2_1;14153;6171;151;133;5979;156.3899994;113.5999985;67;187.3999939;5978;2.380000114;03_Copepod;03_copepod;03_copepod;925.092827154931;1204.1599841;710.2;1.2041599841;0.7102;0.671668127371667;0.317851250603703;0.0000113838806074401
460;abr1_noronha_st01_300_d2_d2_1;12157;6227;68;65;3410;217.6900024;67.59999847;64.30000305;69;3388;2.470999956;13_Fish_egg;13_fish_egg;13_fish_egg;698.631601525211;716.559983782;681.58003233;0.716559983782;0.68158003233;0.383582947083305;0.174206624853412;0.000005844787799575
462;abr1_noronha_st01_300_d2_d2_1;2921;6231;100;91;4677;200.6399994;116.5;51.09999847;125.1999969;4651;2.467999935;03_Copepod;03_copepod;03_copepod;818.191044919987;1234.9;541.659983782;1.2349;0.541659983782;0.525349622337974;0.189611071788396;0.00000849786478405345
463;abr1_noronha_st01_300_d2_d2_1;3017;6247;125;75;4248;187.5700073;111.3000031;48.59999847;131.6000061;4233;2.398000002;03_Copepod;03_copepod;03_copepod;779.764197576201;1179.78003286;515.159983782;1.17978003286;0.515159983782;0.477345732079743;0.163856502667213;0.00000758206518166307
466;abr1_noronha_st01_300_d2_d2_1;12263;6285;49;120;2963;148.5;100.4000015;37.59999847;121.0999985;2962;2.54399991;03_Copepod;03_copepod;03_copepod;651.233694491282;1064.2400159;398.559983782;1.0642400159;0.398559983782;0.333137220903304;0.0884719026733709;0.00000494194320456313
467;abr1_noronha_st01_300_d2_d2_1;447;6295;290;364;15622;189.6799927;353.8999939;56.20000076;415.2999878;15553;2.048000097;12_Euphausiacea;12_euphausiacea;12_euphausiacea;1495.33794403773;3751.33993534;595.720008056;3.75133993534;0.595720008056;1.75516717631196;0.696705423834993;0.0000357038617918831
468;abr1_noronha_st01_300_d2_d2_1;10527;6304;196;468;22267;210.5599976;295.7999878;95.90000153;471.2000122;22210;3.028000116;02_Chaetognatha;02_chaetognatha;02_chaetognatha;1785.2617142971;3135.47987068;1016.540016218;3.13547987068;1.016540016218;2.50333157792019;1.69563109983257;0.0000544769846415383
469;abr1_noronha_st01_300_d2_d2_1;13531;6322;121;92;4276;193.1499939;113.8000031;47.90000153;123.1999969;4268;1.896999955;03_Copepod;03_copepod;03_copepod;782.329821139771;1206.28003286;507.740016218;1.20628003286;0.507740016218;0.481038030887725;0.162745624792467;0.00000765190717458188
472;abr1_noronha_st01_300_d2_d2_1;7063;6407;347;209;25383;142.8699951;303.8999939;106.4000015;370.8999939;25366;2.163000107;13_Fish_larvae;13_fish_larvae;13_fish_larvae;1906.08608891203;3221.33993534;1127.8400159;3.22133993534;1.1278400159;2.85347411562596;2.14442051340588;0.0000636606658617325
473;abr1_noronha_st01_300_d2_d2_1;7698;6409;116;108;4884;199.9600067;115.5999985;53.79999924;129.6000061;4865;3.670000076;03_Copepod;03_copepod;03_copepod;836.101234232644;1225.3599841;570.279991944;1.2253599841;0.570279991944;0.54883488715896;0.208553921774604;0.00000895183000071242
480;abr1_noronha_st01_300_d2_d2_1;11035;6533;229;186;9747;174.7299957;142.1000061;87.40000153;253.3000031;9556;2.703000069;03_Copepod;03_copepod;03_copepod;1181.15398608882;1506.26006466;926.440016218;1.50626006466;0.926440016218;1.09599140593956;0.676570364283704;0.0000203866890267776
481;abr1_noronha_st01_300_d2_d2_1;5369;6534;90;68;3386;173.2700043;96.90000153;44.5;97.30000305;3386;2.326999903;05_Ostracoda;05_ostracoda;05_ostracoda;696.168732749898;1027.140016218;471.7;1.027140016218;0.4717;0.380526938276024;0.119602373796033;0.00000578941691234854
482;abr1_noronha_st01_300_d2_d2_1;13089;6535;103;189;8666;150.2100067;138.1999969;79.80000305;190.8999939;8455;1.781999946;03_Copepod;05_ostracoda;05_ostracoda;1113.73118233118;1464.91996714;845.88003233;1.46491996714;0.84588003233;0.97322342389467;0.548541945739708;0.0000176990163168479
485;abr1_noronha_st01_300_d2_d2_1;11278;6628;306;250;15072;169.7599945;172.3999939;111.3000031;350.7000122;15009;3.647000074;03_Copepod;03_copepod;03_copepod;1468.77908481841;1827.43993534;1179.78003286;1.82743993534;1.17978003286;1.69330049155326;1.33113956639609;0.0000342113090650609
487;abr1_noronha_st01_300_d2_d2_1;8918;6640;351;298;20172;154.6900024;407.2000122;63.09999847;456.6000061;20098;2.861999989;12_Euphausiacea;12_euphausiacea;12_euphausiacea;1699.20397998742;4316.32012932;668.859983782;4.31632012932;0.668859983782;2.26745534540824;1.0105608592306;0.0000484247397664852
488;abr1_noronha_st01_300_d2_d2_1;13970;6644;139;167;7307;168.4100037;125.1999969;74.30000305;182.8000031;7274;4.624000072;03_Copepod;03_copepod;03_copepod;1022.68194930132;1327.11996714;787.58003233;1.32711996714;0.78758003233;0.820908517134784;0.430802261814628;0.0000144539636341416
490;abr1_noronha_st01_300_d2_d2_1;10508;6649;73;73;3597;135.1300049;77.80000305;58.90000153;80.09999847;3597;1.450000048;22_Foraminifero;05_ostracoda;05_ostracoda;717.531969593366;824.68003233;624.340016218;0.82468003233;0.624340016218;0.404386391302879;0.168231074825879;0.00000622392089854558
491;abr1_noronha_st01_300_d2_d2_1;9350;6651;178;217;8176;170.1600037;136.8999939;76.09999847;223.1000061;8166;2.907999992;03_Copepod;03_copepod;03_copepod;1081.7863028785;1451.13993534;806.659983782;1.45113993534;0.806659983782;0.919368646337685;0.494161285784059;0.000016539749242527
496;abr1_noronha_st01_300_d2_d2_1;11674;6731;87;137;8499;149.1900024;138.8999939;77.90000153;137.8999939;8495;1.659999967;05_Ostracoda;05_ostracoda;05_ostracoda;1102.94778159131;1472.33993534;825.740016218;1.47233993534;0.825740016218;0.954863526752104;0.525379535915549;0.0000173023998474215
498;abr1_noronha_st01_300_d2_d2_1;9784;6739;596;153;17911;195.8500061;530.5999756;43;606.0999756;17882;2.957999945;02_Chaetognatha;02_chaetognatha;02_chaetognatha;1601.14607043002;5624.35974136;455.8;5.62435974136;0.4558;2.01343351352249;0.611505166010363;0.000042039889927169
499;abr1_noronha_st01_300_d2_d2_1;3081;6773;153;299;21315;157.2899933;275.8999939;98.40000153;318.8999939;21289;2.792999983;14_Mysidacea;13_fish_larvae;13_fish_larvae;1746.68143946039;2924.53993534;1043.040016218;2.92453993534;1.043040016218;2.39578812502381;1.66509069834209;0.0000517034825931455
502;abr1_noronha_st01_300_d2_d2_1;12403;6808;65;117;3927;166.1100006;114.4000015;43.70000076;117.1999969;3926;1.700999975;03_Copepod;03_copepod;03_copepod;749.724127606897;1212.6400159;463.220008056;1.2126400159;0.463220008056;0.441173163570776;0.13617108963516;0.00000690336767158701
505;abr1_noronha_st01_300_d2_d2_1;505;6835;393;423;22913;203.6100006;592.7000122;49.20000076;568.0999756;22901;2.144000053;02_Chaetognatha;02_chaetognatha;02_chaetognatha;1810.97316274382;6282.62012932;521.520008056;6.28262012932;0.521520008056;2.57336658604747;0.894254529576556;0.0000562954329995427
506;abr1_noronha_st01_300_d2_d2_1;4680;6867;133;134;4740;197.0099945;108.4000015;55.70000076;140.3999939;4726;2.625;03_Copepod;03_copepod;03_copepod;823.683199257368;1149.0400159;590.420008056;1.1490400159;0.590420008056;0.532826849629036;0.209621432199705;0.00000864198785885158
507;abr1_noronha_st01_300_d2_d2_1;5796;6875;505;541;23620;191.9299927;735.7000122;40.90000153;708;23612;2.313999891;02_Chaetognatha;02_chaetognatha;02_chaetognatha;1838.70045495652;7798.42012932;433.540016218;7.79842012932;0.433540016218;2.65537400508827;0.767084849580837;0.0000584367122340678
508;abr1_noronha_st01_300_d2_d2_1;6587;6887;154;152;6201;179.3300018;123.5;63.90000153;163.5;6140;2.128000021;03_Copepod;03_copepod;03_copepod;942.110626795505;1309.1;677.340016218;1.3091;0.677340016218;0.696417118756252;0.314314696697522;0.000011884771127834
509;abr1_noronha_st01_300_d2_d2_1;8328;6887;125;121;4209;175.8899994;114.6999969;46.70000076;136.6000061;4208;3.914999962;03_Copepod;03_copepod;03_copepod;776.176518107284;1215.81996714;495.020008056;1.21581996714;0.495020008056;0.472695976508863;0.155916894087193;0.00000749425832753449
511;abr1_noronha_st01_300_d2_d2_1;14459;6899;165;150;6218;168.5899963;127;62.40000153;171.8000031;6214;2.15899992;03_Copepod;03_copepod;03_copepod;943.401137908138;1346.2;661.440016218;1.3462;0.661440016218;0.69934251847156;0.308225747932017;0.0000119442039892683
513;abr1_noronha_st01_300_d2_d2_1;8064;6905;94;74;3502;176.8300018;90.69999695;49.20000076;107.5999985;3501;2.986000061;03_Copepod;03_copepod;03_copepod;707.993234700845;961.41996767;521.520008056;0.96141996767;0.521520008056;0.393798442215954;0.136846434006396;0.00000603048503472356
516;abr1_noronha_st01_300_d2_d2_1;10467;6937;341;524;28234;182.1699982;630.2000122;57;598.9000244;28185;1.679999948;02_Chaetognatha;02_chaetognatha;02_chaetognatha;2010.28319455071;6680.12012932;604.2;6.68012012932;0.6042;3.16996797564489;1.27621578541397;0.0000721491954289896
519;abr1_noronha_st01_300_d2_d2_1;5074;6972;133;124;5975;181.9499969;117.4000015;64.80000305;146.1000061;5968;2.141000032;03_Copepod;03_copepod;03_copepod;924.783328040496;1244.4400159;686.88003233;1.2444400159;0.68688003233;0.671343426214377;0.30726574655392;0.0000113773320379293
523;abr1_noronha_st01_300_d2_d2_1;9641;6992;100;113;7905;132.9499969;111.1999969;90.5;114.9000015;7903;1.728999972;22_Foraminifero;22_foraminifero;22_foraminifero;1063.70689416206;1178.71996714;959.3;1.17871996714;0.9593;0.888085882309444;0.567672592818493;0.0000158722173228507
524;abr1_noronha_st01_300_d2_d2_1;13153;7014;182;144;6727;195.7700043;135.6000061;63.20000076;200.3999939;6724;2.982000113;04_Decapoda_outros;03_copepod;03_copepod;981.254701802196;1437.36006466;669.920008056;1.43736006466;0.669920008056;0.756272666897641;0.337590230067556;0.0000131100241804842
525;abr1_noronha_st01_300_d2_d2_1;8241;7028;147;145;8083;156.4100037;124.4000015;82.69999695;158.5;8064;3.165999889;03_Copepod;03_copepod;03_copepod;1075.61617950136;1318.6400159;876.61996767;1.3186400159;0.87661996767;0.907877997417262;0.530307007748936;0.0000162940447871957
531;abr1_noronha_st01_300_d2_d2_1;3761;7118;326;105;13732;175.1100006;296;59.09999847;335;13713;2.684999943;12_Euphausiacea;12_euphausiacea;12_euphausiacea;1401.96746193741;3137.6;626.459983782;3.1376;0.626459983782;1.54376358576206;0.64441055287785;0.0000306469552773829
535;abr1_noronha_st01_300_d2_d2_1;2035;7139;546;152;23819;196.8500061;581.2999878;52.20000076;558.5999756;23790;2.147000074;02_Chaetognatha;02_chaetognatha;02_chaetognatha;1846.42979311203;6161.77987068;553.320008056;6.16177987068;0.553320008056;2.67776484148796;0.987273149833605;0.0000590235584698417
536;abr1_noronha_st01_300_d2_d2_1;4273;7140;66;58;2598;155.2400055;65.80000305;50.29999924;68;2597;1.873999953;22_Foraminifero;10_mol_gast;10_mol_gast;609.804479472489;697.48003233;533.179991944;0.69748003233;0.533179991944;0.292075752403812;0.103766666249421;0.00000422586716408761
539;abr1_noronha_st01_300_d2_d2_1;14356;7180;90;97;4325;189.3999939;101.6999969;54.09999847;111.0999985;4325;2.391000032;05_Ostracoda;03_copepod;03_copepod;786.799531764422;1078.01996714;573.459983782;1.07801996714;0.573459983782;0.48553417574017;0.185528844106944;0.00000773709195820954
541;abr1_noronha_st01_300_d2_d2_1;8224;7208;118;105;7246;133.0599976;121.3000031;76.09999847;124.5999985;7238;2.812999964;18_Amphipoda;11_polychaeta;11_polychaeta;1018.40424694278;1285.78003286;806.659983782;1.28578003286;0.806659983782;0.814605000875782;0.437850753604061;0.0000143219847501269
545;abr1_noronha_st01_300_d2_d2_1;13331;7240;103;176;5013;183.4299927;133.3000031;47.90000153;193.6999969;5006;2.772000074;03_Copepod;13_fish_larvae;13_fish_larvae;847.071147343847;1412.98003286;507.740016218;1.41298003286;0.507740016218;0.563465459242607;0.190632615978789;0.00000923651791339308
547;abr1_noronha_st01_300_d2_d2_1;9538;7250;165;160;10072;162.2799988;159.1000061;80.59999847;193.8000031;10032;7.861999989;03_Copepod;03_copepod;03_copepod;1200.68447570171;1686.46006466;854.359983782;1.68646006466;0.854359983782;1.13163622623079;0.644223045977353;0.0000211781165035555
550;abr1_noronha_st01_300_d2_d2_1;9736;7284;294;226;13585;166.0500031;264.1000061;65.5;361.8999939;13527;2.757999897;04_Decapoda_camarao;04_decapoda_camarao;04_decapoda_camarao;1394.44329462005;2799.46006466;694.3;2.79946006466;0.6943;1.52655101778018;0.706231370291705;0.0000302407575222652
552;abr1_noronha_st01_300_d2_d2_1;3375;7299;226;214;13012;154.5200043;272.5;60.79999924;295.7999878;12991;1.973999977;13_Fish_larvae;13_fish_larvae;13_fish_larvae;1364.71845396724;2888.5;644.479991944;2.8885;0.644479991944;1.46208187173252;0.627869877225962;0.0000287271475666599
554;abr1_noronha_st01_300_d2_d2_1;8920;7334;137;108;4640;175.4600067;90.80000305;65.09999847;139.8000031;4638;2.332999945;03_Copepod;03_copepod;03_copepod;814.948241879615;962.48003233;690.059983782;0.96248003233;0.690059983782;0.521637077835411;0.239852259099222;0.00000842645005330139
558;abr1_noronha_st01_300_d2_d2_1;11126;7391;163;193;10796;178.6199951;154.6000061;88.90000153;218.8999939;10333;4.040999889;03_Copepod;03_copepod;03_copepod;1243.08971959204;1638.76006466;942.340016218;1.63876006466;0.942340016218;1.21286618240429;0.761568613340149;0.0000229992422145374
559;abr1_noronha_st01_300_d2_d2_1;9512;7400;119;85;3815;168.3399963;110.1999969;44.09999847;120.8000031;3815;2.434000015;03_Copepod;03_copepod;03_copepod;738.955537650408;1168.11996714;467.459983782;1.16811996714;0.467459983782;0.42886614946308;0.133584086393642;0.00000667481289105316
560;abr1_noronha_st01_300_d2_d2_1;4971;7411;213;329;13528;176.3000031;149.3999939;115.3000031;329.5;13514;3.523999929;03_Copepod;03_copepod;03_copepod;1391.51481404511;1583.63993534;1222.18003286;1.58363993534;1.22218003286;1.52013273245832;1.23795600601146;0.0000300895150996882
561;abr1_noronha_st01_300_d2_d2_1;13860;7426;186;143;10442;156.5099945;177.3000031;75;198.8000031;10437;2.069999933;03_Copepod;03_copepod;03_copepod;1222.53944747683;1879.38003286;795;1.87938003286;0.795;1.17346899277659;0.621623269823765;0.0000221129873456715
563;abr1_noronha_st01_300_d2_d2_1;3897;7443;197;160;8067;175.5200043;158.6999969;64.69999695;230.1000061;8063;3.311000109;04_Decapoda_outros;12_euphausiacea;12_euphausiacea;1074.55108090668;1682.21996714;685.81996767;1.68221996714;0.68581996767;0.906113895259007;0.414077308878178;0.0000162563751108066
565;abr1_noronha_st01_300_d2_d2_1;6752;7459;115;106;4053;190.9299927;104.8000031;49.20000076;120.5999985;4052;2.167000055;03_Copepod;03_copepod;03_copepod;761.656826280122;1110.88003286;521.520008056;1.11088003286;0.521520008056;0.455017412930653;0.15812025568204;0.0000071619210870276
572;abr1_noronha_st01_300_d2_d2_1;12985;7550;192;313;12021;158.4799957;126.0999985;121.4000015;342.5;12014;4.632999897;03_Copepod;03_copepod;03_copepod;1311.7205893248;1336.6599841;1286.8400159;1.3366599841;1.2868400159;1.35093789876744;1.15837308777129;0.0000261476281423825
581;abr1_noronha_st01_300_d2_d2_1;6702;7626;298;217;19542;215.8999939;273;91.09999847;325.2999878;19221;2.757999897;04_Decapoda_outros;08_cnid_sipho;08_cnid_sipho;1672.45923660015;2893.8;965.659983782;2.8938;0.965659983782;2.19473772443158;1.41219730994087;0.0000465823634379604
588;abr1_noronha_st01_300_d2_d2_1;10561;7707;138;67;4468;152.6999969;107.1999969;53.09999847;139.6999969;4467;2.315999985;03_Copepod;03_copepod;03_copepod;799.700963218907;1136.31996714;562.859983782;1.13631996714;0.562859983782;0.502332055990783;0.188399516288725;0.0000080566659003364
592;abr1_noronha_st01_300_d2_d2_1;7136;7801;154;126;4866;177.8200073;169.3000031;36.59999847;195.8000031;4866;2.595000029;03_Copepod;12_euphausiacea;12_euphausiacea;834.559084931701;1794.58003286;387.959983782;1.79458003286;0.387959983782;0.54681402515556;0.141356275598739;0.00000891261956734736
593;abr1_noronha_st01_300_d2_d2_1;7550;7834;49;113;2946;160.6699982;98.09999847;38.20000076;113.3000031;2945;2.509000063;03_Copepod;03_copepod;03_copepod;649.362803797241;1039.859983782;404.920008056;1.039859983782;0.404920008056;0.33069983943807;0.089226064344275;0.00000489894577520726
594;abr1_noronha_st01_300_d2_d2_1;1596;7838;116;98;4488;185.5800018;112.5999985;50.79999924;124.5999985;4421;3.25999999;03_Copepod;03_copepod;03_copepod;801.488805743713;1193.5599841;538.479991944;1.1935599841;0.538479991944;0.504781816807719;0.181118073382252;0.0000081034432919937
597;abr1_noronha_st01_300_d2_d2_1;2734;7855;239;324;26741;207.8500061;240.3000031;141.6999969;345.8999939;25297;3.815999985;18_Amphipoda;03_copepod;03_copepod;1956.40993190488;2547.18003286;1502.01996714;2.54718003286;1.50201996714;3.00486682578795;3.00738792313439;0.0000676999291160753
599;abr1_noronha_st01_300_d2_d2_1;4229;7871;271;339;25221;165.4199982;244.6000061;131.3000031;388.7000122;24932;4.311999798;15_Multiples;04_decapoda_outros;04_decapoda_outros;1899.99381829366;2592.76006466;1391.78003286;2.59276006466;1.39178003286;2.83414986827257;2.62834233113834;0.0000631479617746075
601;abr1_noronha_st01_300_d2_d2_1;856;7908;377;124;13994;180.5299988;305.2000122;58.40000153;377.1000061;13979;3.312000036;12_Euphausiacea;12_euphausiacea;12_euphausiacea;1415.2787036189;3235.12012932;619.040016218;3.23512012932;0.619040016218;1.57289241101759;0.648793151777229;0.000031336322032956
602;abr1_noronha_st01_300_d2_d2_1;6162;7909;154;187;6153;189.3099976;114.1999969;68.59999847;210.3000031;6133;3.638000011;03_Copepod;03_copepod;03_copepod;938.457251417907;1210.51996714;727.159983782;1.21051996714;0.727159983782;0.691340198561302;0.334973381686437;0.0000117817402948189
606;abr1_noronha_st01_300_d2_d2_1;4591;7941;169;101;6697;173.9700012;128.6000061;66.30000305;188.6999969;6682;3.062000036;03_Copepod;03_copepod;03_copepod;979.064235415667;1363.16006466;702.78003233;1.36316006466;0.70278003233;0.75241275553689;0.352341727601243;0.0000130304378530804
611;abr1_noronha_st01_300_d2_d2_1;11555;8001;51;45;1655;176.4100037;51.79999924;40.70000076;52.40000153;1655;1.284000039;05_Ostracoda;10_mol_gast;10_mol_gast;486.709738372628;549.079991944;431.420008056;0.549079991944;0.431420008056;0.186048332795964;0.0534828548752475;0.00000247076176886425
612;abr1_noronha_st01_300_d2_d2_1;12692;8036;109;121;4659;167.3500061;112.5;52.70000076;129;4659;3.357000113;03_Copepod;03_copepod;03_copepod;816.615073546863;1192.5;558.620008056;1.1925;0.558620008056;0.523196410574368;0.194746543785408;0.00000845643374971372
613;abr1_noronha_st01_300_d2_d2_1;474;8043;223;234;10725;187.4400024;135.1000061;101.0999985;321.1000061;10699;2.640000105;03_Copepod;03_copepod;03_copepod;1238.99538100032;1432.06006466;1071.6599841;1.43206006466;1.0716599841;1.20533600489372;0.860703681156033;0.000022829419352629
616;abr1_noronha_st01_300_d2_d2_1;14440;8055;101;211;11522;176.4400024;218.1000061;67.30000305;214.8000031;11423;1.907999992;13_Fish_larvae;08_cnid_sipho;08_cnid_sipho;1284.20682105168;2311.86006466;713.38003233;2.31186006466;0.71338003233;1.29530598895484;0.615717984417231;0.0000248713475246055
619;abr1_noronha_st01_300_d2_d2_1;10830;8072;142;249;7215;163.3699951;107.4000015;85.5;253;7198;5.072999954;03_Copepod;03_copepod;03_copepod;1016.22343197462;1138.4400159;906.3;1.1384400159;0.9063;0.810348838658464;0.489364555509784;0.0000142329816068476
623;abr1_noronha_st01_300_d2_d2_1;1848;8115;550;448;30383;192.6799927;228.8999939;169;569.2999878;30317;11.1789999;03_Copepod;03_copepod;03_copepod;2085.38556822302;2426.33993534;1791.4;2.42633993534;1.7914;3.41376874299971;4.07488337746067;0.0000787997369187789
628;abr1_noronha_st01_300_d2_d2_1;11320;8169;62;81;3280;168.5800018;80.80000305;51.70000076;82;3278;2.138999939;05_Ostracoda;23_desova;23_desova;685.185176514094;856.48003233;548.020008056;0.85648003233;0.548020008056;0.368640917695436;0.134613454558206;0.00000557486560611754
629;abr1_noronha_st01_300_d2_d2_1;6990;8219;117;71;4300;156.9799957;114;48;125.9000015;4290;2.059000015;03_Copepod;03_copepod;03_copepod;784.522249038017;1208.4;508.8;1.2084;0.5088;0.482889431562454;0.16371305754624;0.00000768696591084701
630;abr1_noronha_st01_300_d2_d2_1;8170;8248;95;210;5873;183.5299988;199.8999939;37.40000153;222.3000031;5856;2.559999943;12_Euphausiacea;12_euphausiacea;12_euphausiacea;916.855801372034;2118.93993534;396.440016218;2.11893993534;0.396440016218;0.659760047356907;0.174281790994643;0.0000111441140112992
632;abr1_noronha_st01_300_d2_d2_1;12317;8256;129;161;5377;177.8500061;149.8000031;45.70000076;185.8999939;5369;3.26699996;03_Copepod;03_copepod;03_copepod;877.285709766499;1587.88003286;484.420008056;1.58788003286;0.484420008056;0.604128941400417;0.195002522995788;0.0000100350713530718
634;abr1_noronha_st01_300_d2_d2_1;7814;8284;141;116;5248;164.9799957;131.1000061;51;166.3999939;5246;2.707999945;03_Copepod;03_copepod;03_copepod;866.698310707618;1389.66006466;540.6;1.38966006466;0.5406;0.59003055164412;0.212539207840458;0.00000975701216054202
640;abr1_noronha_st01_300_d2_d2_1;8302;8327;101;68;3436;184.1900024;87.40000153;50.09999847;104.6999969;3424;2.207999945;03_Copepod;03_copepod;03_copepod;701.289948849039;926.440016218;531.059983782;0.926440016218;0.531059983782;0.386412142178684;0.136735996156527;0.0000058961239041867
643;abr1_noronha_st01_300_d2_d2_1;13719;8341;176;153;7915;161.8200073;136.6999969;73.69999695;209.8000031;7914;2.618999958;03_Copepod;03_copepod;03_copepod;1064.37948790247;1449.01996714;781.21996767;1.44901996714;0.78121996767;0.889073337820147;0.462806487315536;0.0000158932208867524
647;abr1_noronha_st01_300_d2_d2_1;977;8405;226;157;22261;194.1600037;225.1000061;125.9000015;235.1999969;22261;1.88499999;05_Ostracoda;05_ostracoda;05_ostracoda;1785.02117241989;2386.06006466;1334.5400159;2.38606006466;1.3345400159;2.50093758852899;2.22393951169712;0.0000544149942473153
648;abr1_noronha_st01_300_d2_d2_1;4974;8412;162;142;7141;173.5599976;125.6999969;72.30000305;173.8999939;7135;2.332999945;03_Copepod;03_copepod;03_copepod;1010.99859822113;1332.41996714;766.38003233;1.33241996714;0.76638003233;0.802001525727267;0.409550906644244;0.0000140586841141012
657;abr1_noronha_st01_300_d2_d2_1;5098;8549;186;179;10241;175.8899994;147.6000061;88.40000153;209.1000061;10229;3.049000025;03_Copepod;03_copepod;03_copepod;1210.7158276353;1564.56006466;937.040016218;1.56456006466;0.937040016218;1.15143720945927;0.718930508958153;0.000021619821334284
658;abr1_noronha_st01_300_d2_d2_1;10858;8555;191;163;18492;115.6600037;226.1999969;104.0999985;230.6999969;18484;1.825999975;10_Mol_gast;05_ostracoda;05_ostracoda;1626.90794214955;2397.71996714;1103.4599841;2.39771996714;1.1034599841;2.07799706485466;1.52788277443633;0.0000436489356150112
663;abr1_noronha_st01_300_d2_d2_1;3438;8648;49;123;3112;186.3200073;101.0999985;39.20000076;123.0999985;3112;2.273999929;03_Copepod;03_copepod;03_copepod;667.407113220312;1071.6599841;415.520008056;1.0716599841;0.415520008056;0.349734790336839;0.0968320872915678;0.00000523631068813963
664;abr1_noronha_st01_300_d2_d2_1;9572;8667;161;216;7397;181.4299927;113.5999985;82.90000153;222.1999969;7394;2.749000072;03_Copepod;03_copepod;03_copepod;1028.96083873164;1204.1599841;878.740016218;1.2041599841;0.878740016218;0.831064011742737;0.486612651769212;0.0000146669975000418
